client_id,cluster,client_type,gender,country,region,acquisition_purpose,loan_applied,referral_channel,age,satisfaction_score,property_count,total_property_value,average_property_value,average_floor_area
C0716,3,Individual,M,UK,Northern Ireland,Home,No,Client,31,1,3,1173245.74,391081.91333333333,1334.1000000000001
C0717,6,Individual,F,USA,Arizona,Investment,Yes,Agency,79,3,3,1000529.6699999999,333509.88999999996,1156.5633333333333
C0718,1,Individual,F,France,Ile-de-France,Home,Yes,Website,81,2,3,900157.9099999999,300052.63666666666,1123.8033333333333
C0719,6,Individual,M,USA,California,Investment,Yes,Agency,51,2,3,912916.77,304305.59,1023.8800000000001
C0720,6,Individual,F,USA,California,Investment,Yes,Agency,44,1,4,844316.69,211079.1725,678.3725
C0721,2,Individual,F,USA,Florida,Home,No,Website,26,4,4,1167212.02,291803.005,939.4875
C0722,2,Individual,F,USA,Texas,Home,No,Website,82,1,3,936104.05,312034.68333333335,1033.4833333333333
C0723,1,Individual,F,Germany,North Rhine-Westphalia,Home,Yes,Website,26,3,3,1554043.79,518014.5966666667,1671.7666666666667
C0724,6,Individual,M,USA,Arizona,Investment,Yes,Agency,65,4,4,1564795.28,391198.82,1255.1325000000002
C0725,2,Individual,F,USA,New York,Home,No,Website,42,3,3,1557779.53,519259.8433333333,1733.68
C0726,2,Individual,F,USA,Georgia,Home,No,Website,48,4,4,1055406.17,263851.5425,901.245
C0727,3,Individual,M,USA,California,Investment,Yes,Client,84,3,4,1924218.25,481054.5625,1425.7675
C0728,8,Individual,M,USA,California,Home,Yes,Agency,54,3,3,896046.43,298682.14333333337,934.8733333333333
C0729,6,Individual,M,USA,Washington,Investment,Yes,Agency,82,3,3,1100578.42,366859.4733333333,1280.28
C0730,5,Individual,M,USA,California,Investment,No,Website,37,4,3,1395460.54,465153.51333333337,1435.6633333333332
C0731,0,Individual,M,USA,California,Home,No,Agency,25,5,4,2163873.35,540968.3375,1699.3675
C0732,7,Individual,M,USA,Oregon,Home,No,Website,40,5,4,1763602.47,440900.6175,1454.35
C0733,2,Individual,F,USA,Nevada,Home,No,Agency,50,5,3,1610480.1,536826.7000000001,1609.0333333333335
C0734,3,Individual,F,USA,Virginia,Investment,Yes,Client,44,5,3,894573.22,298191.0733333333,1077.3333333333333
C0735,5,Individual,M,Germany,Hesse,Investment,No,Website,31,4,3,1082670.51,360890.17,1129.1766666666665
C0736,4,Individual,M,USA,Utah,Investment,No,Agency,83,3,3,961660.45,320553.48333333334,1049.5133333333333
C0737,4,Individual,M,USA,California,Investment,No,Agency,47,3,3,1271295.42,423765.13999999996,1435.6633333333332
C0738,7,Individual,M,USA,Texas,Home,No,Website,45,5,4,1217179.49,304294.8725,955.7625
C0739,0,Individual,M,USA,California,Home,No,Agency,60,2,4,1239915.48,309978.87,1096.12
C0740,3,Individual,F,USA,Utah,Investment,No,Client,59,1,3,1150084.72,383361.5733333333,1176.2366666666667
C0741,2,Individual,F,USA,California,Home,No,Website,63,2,3,808100.3,269366.76666666666,952.0733333333334
C0742,1,Individual,M,UK,Wales,Home,Yes,Website,45,1,3,943082.4199999999,314360.80666666664,1078.7866666666666
C0743,6,Individual,M,USA,Oregon,Investment,Yes,Website,53,4,3,973707.31,324569.10333333333,1145.4666666666665
C0744,2,Individual,F,USA,Virginia,Home,No,Website,75,1,3,947393.7,315797.89999999997,939.3299999999999
C0745,5,Individual,F,USA,California,Investment,No,Website,28,5,4,1137226.12,284306.53,940.485
C0746,7,Individual,M,UK,Scotland,Home,No,Website,69,4,4,1485041.45,371260.3625,1120.62
C0747,1,Individual,M,USA,Florida,Home,Yes,Website,33,4,3,1321142.35,440380.7833333334,1435.6633333333332
C0748,3,Company,F,USA,California,Home,Yes,Client,51,1,3,1188736.23,396245.41,1332.34
C0749,0,Individual,F,USA,New York,Home,No,Agency,33,5,3,1170883.93,390294.6433333333,1258.6899999999998
C0750,4,Individual,F,USA,Nevada,Investment,No,Agency,49,1,3,887696.78,295898.9266666667,964.2666666666665
C0751,3,Individual,M,USA,California,Home,No,Client,51,5,4,1055948.97,263987.2425,967.0
C0752,4,Individual,F,Belgium,Brussels,Investment,No,Agency,71,3,4,836214.24,209053.56,725.4225
C0753,7,Individual,M,Germany,Hamburg,Home,No,Website,65,5,4,1053102.32,263275.58,868.5725
C0754,5,Individual,F,USA,Arizona,Investment,No,Website,55,3,4,1300009.56,325002.39,1037.4175
C0755,2,Company,F,USA,California,Home,No,Website,58,5,3,1040997.25,346999.0833333333,1286.4833333333333
C0756,1,Individual,F,USA,Utah,Home,Yes,Website,62,5,3,785768.09,261922.69666666666,934.8733333333333
C0757,1,Individual,M,USA,Oregon,Home,Yes,Website,79,3,4,1392690.1199999999,348172.52999999997,1053.27
C0758,5,Individual,M,USA,California,Investment,No,Website,67,2,4,1135189.16,283797.29,928.1775
C0759,7,Individual,M,USA,Florida,Home,No,Website,34,4,3,1327801.32,442600.44,1451.5366666666666
C0760,5,Individual,F,USA,California,Investment,No,Website,61,3,4,1288008.21,322002.0525,1133.69
C0761,0,Individual,F,Belgium,Flanders,Home,No,Agency,44,2,4,1387948.07,346987.0175,1134.4225000000001
C0762,2,Individual,F,USA,Ohio,Home,No,Website,58,4,4,1456185.33,364046.3325,1313.38
C0763,0,Company,F,USA,Georgia,Home,No,Agency,54,3,3,1036781.97,345593.99,1152.5966666666666
C0764,3,Individual,F,UK,Northern Ireland,Investment,No,Client,42,4,4,1670624.74,417656.185,1441.655
C0765,7,Individual,M,France,Brittany,Home,No,Website,58,3,4,1516418.29,379104.5725,1260.0625
C0766,3,Individual,M,Germany,North Rhine-Westphalia,Home,Yes,Client,31,3,4,1601876.1400000001,400469.03500000003,1286.2725
C0767,4,Individual,M,Canada,British Columbia,Investment,No,Agency,64,2,4,1403932.48,350983.12,1242.0825
C0768,6,Individual,M,Denmark,Southern Denmark,Investment,Yes,Website,33,5,3,1048127.47,349375.8233333333,1163.8866666666665
C0769,0,Individual,F,USA,Ohio,Home,No,Agency,67,4,3,675607.7899999999,225202.59666666665,753.3133333333334
C0770,2,Individual,F,Russia,Krasnodar Krai,Home,No,Website,74,4,3,984598.73,328199.57666666666,1104.51
C0771,7,Company,M,USA,California,Home,No,Website,41,1,4,1856997.08,464249.27,1408.3274999999999
C0772,3,Individual,M,USA,California,Investment,No,Client,34,1,3,911164.52,303721.50666666665,1038.2
C0773,7,Individual,M,Russia,Saint Petersburg,Home,No,Website,61,1,4,1451465.46,362866.365,1153.0825
C0774,8,Individual,M,USA,Georgia,Home,Yes,Agency,42,5,3,999792.6799999999,333264.2266666666,1144.8033333333333
C0775,0,Individual,F,USA,Arizona,Home,No,Agency,50,1,4,1043608.37,260902.0925,900.39
C0776,8,Individual,F,Germany,Bavaria,Home,Yes,Agency,59,4,3,914465.3300000001,304821.7766666667,980.8699999999999
C0777,3,Company,M,USA,Arizona,Home,No,Client,43,1,3,1130759.4100000001,376919.8033333334,1313.16
C0778,6,Individual,M,USA,California,Investment,Yes,Agency,27,4,4,1646921.92,411730.48,1334.8775
C0779,8,Individual,F,USA,California,Home,Yes,Agency,72,5,3,1221957.12,407319.04000000004,1325.0800000000002
C0780,2,Individual,F,USA,California,Home,No,Website,78,3,3,708761.6900000001,236253.8966666667,849.6366666666667
C0781,6,Individual,M,USA,California,Investment,Yes,Website,85,5,4,1181206.69,295301.6725,1030.635
C0782,6,Individual,M,USA,Utah,Investment,Yes,Website,55,2,4,1166638.1600000001,291659.54000000004,905.0375
C0783,8,Individual,F,Canada,Alberta,Home,Yes,Agency,64,1,3,1031472.36,343824.12,1156.5633333333333
C0784,5,Individual,M,Mexico,Baja California,Investment,No,Website,52,4,3,1172514.65,390838.2166666666,1356.7466666666667
C0785,2,Company,F,USA,California,Home,No,Website,54,2,4,1047112.48,261778.12,860.9325
C0786,5,Individual,F,USA,California,Investment,No,Website,42,3,3,663797.37,221265.79,724.0866666666667
C0787,7,Individual,M,USA,Washington,Home,No,Website,75,1,3,1405947.6600000001,468649.22000000003,1527.8633333333335
C0788,5,Individual,M,France,Brittany,Investment,No,Website,81,4,4,1799447.01,449861.7525,1482.5875
C0789,5,Individual,F,Canada,Ontario,Investment,No,Website,51,1,3,1125271.6,375090.5333333334,1228.9099999999999
C0790,8,Individual,M,USA,California,Home,Yes,Agency,51,5,4,1521440.8599999999,380360.21499999997,1227.17
C0791,7,Individual,M,USA,Texas,Home,No,Website,43,4,4,1424465.81,356116.4525,1159.9675
C0792,6,Individual,M,USA,California,Investment,Yes,Website,43,4,4,1559979.82,389994.955,1219.85
C0793,0,Individual,M,USA,New York,Home,No,Agency,56,4,4,1245234.35,311308.5875,1048.44
C0794,1,Individual,M,USA,California,Home,Yes,Website,74,4,3,1120488.77,373496.25666666665,1308.5133333333333
C0795,6,Individual,M,USA,California,Investment,Yes,Website,57,4,3,1170869.0899999999,390289.6966666666,1169.0466666666669
C0796,6,Individual,F,USA,California,Investment,Yes,Website,42,5,3,559596.54,186532.18000000002,607.4466666666667
C0797,8,Individual,F,USA,Oregon,Home,Yes,Agency,35,5,3,881179.3,293726.43333333335,851.8699999999999
C0798,8,Company,M,USA,Nevada,Home,Yes,Agency,60,4,4,987267.48,246816.87,840.8725
C0799,2,Individual,F,USA,California,Home,No,Website,71,4,4,1108935.8599999999,277233.96499999997,972.245
C0800,6,Individual,M,USA,Virginia,Investment,Yes,Website,52,5,3,983573.1799999999,327857.7266666666,1151.5466666666666
C0801,1,Individual,F,USA,Washington,Home,Yes,Website,56,4,3,1361712.2999999998,453904.0999999999,1435.6633333333332
C0802,0,Individual,M,USA,Virginia,Home,No,Agency,55,5,3,1074480.81,358160.27,1217.58
C0803,0,Individual,F,USA,Texas,Home,No,Agency,80,4,4,1542819.53,385704.8825,1329.5925
C0804,0,Individual,M,USA,Washington,Home,No,Agency,59,5,3,1223755.92,407918.63999999996,1464.8466666666666
C0805,1,Individual,M,Germany,Berlin,Home,Yes,Website,73,1,3,940964.73,313654.91,995.5099999999999
C0806,3,Individual,M,France,Ile-de-France,Home,No,Client,36,5,4,1485168.27,371292.0675,1220.42
C0807,5,Individual,F,Mexico,Mexico City,Investment,No,Website,32,5,4,1635419.92,408854.98,1412.375
C0808,1,Individual,M,Germany,Berlin,Home,Yes,Website,82,3,3,885158.15,295052.7166666667,1003.3133333333334
C0809,8,Individual,F,France,Occitanie,Home,Yes,Agency,58,5,3,1386118.19,462039.39666666667,1464.8466666666666
C0810,1,Individual,M,USA,California,Home,Yes,Website,30,1,3,922597.5800000001,307532.5266666667,915.6366666666667
C0811,0,Individual,M,UK,Wales,Home,No,Agency,80,3,3,1515201.05,505067.01666666666,1471.8999999999999
C0812,1,Individual,M,UK,Northern Ireland,Home,Yes,Website,51,3,4,1443224.01,360806.0025,1248.58
C0813,4,Individual,M,UK,Scotland,Investment,No,Agency,51,3,4,1314024.52,328506.13,1099.4925
C0814,2,Individual,F,USA,California,Home,No,Website,61,2,3,674363.74,224787.91333333333,706.7266666666666
C0815,8,Company,F,USA,Nevada,Home,Yes,Agency,60,4,3,962374.6499999999,320791.55,1205.9633333333334
C0816,1,Individual,F,Germany,Hamburg,Home,Yes,Website,78,2,3,1003090.8500000001,334363.6166666667,1151.5466666666666
C0817,5,Individual,F,USA,California,Investment,No,Website,53,1,3,1338281.0,446093.6666666667,1448.82
C0818,2,Company,F,USA,Colorado,Home,No,Website,34,2,4,760443.3500000001,190110.83750000002,677.79
C0819,7,Individual,M,USA,California,Home,No,Website,74,5,3,1239378.27,413126.09,1313.16
C0820,4,Individual,F,USA,Texas,Investment,No,Agency,85,4,3,920197.78,306732.5933333333,976.2833333333333
C0821,8,Individual,F,USA,California,Home,Yes,Agency,68,5,3,1371213.26,457071.08666666667,1467.89
C0822,6,Individual,F,USA,California,Investment,Yes,Website,66,3,3,1407630.29,469210.0966666667,1563.9733333333334
C0823,6,Individual,F,USA,Oregon,Investment,Yes,Agency,50,5,4,1722388.8900000001,430597.22250000003,1338.9
C0824,0,Individual,M,USA,California,Home,No,Agency,49,3,3,1234378.85,411459.6166666667,1435.6633333333332
C0825,8,Individual,F,Mexico,Nuevo Leon,Home,Yes,Agency,43,4,4,1246198.0,311549.5,1075.0475000000001
C0826,6,Individual,M,USA,Ohio,Investment,Yes,Website,55,4,4,1255265.82,313816.455,996.1925
C0827,1,Individual,F,USA,Washington,Home,Yes,Website,60,2,4,1176467.77,294116.9425,1025.3225
C0828,6,Individual,F,USA,Arizona,Investment,Yes,Website,78,4,4,1313574.2,328393.55,1122.0925
C0829,5,Individual,M,USA,Utah,Investment,No,Website,65,3,4,1296844.19,324211.0475,1102.08
C0830,4,Individual,M,USA,Oregon,Investment,No,Agency,73,3,4,1518798.69,379699.6725,1169.615
C0831,2,Individual,F,USA,California,Home,No,Website,48,2,3,909532.47,303177.49,979.0866666666667
C0832,6,Individual,F,USA,Nevada,Investment,Yes,Website,36,3,3,1290741.99,430247.33,1336.61
C0833,7,Individual,M,Denmark,Southern Denmark,Home,No,Website,74,5,3,1422486.6099999999,474162.2033333333,1623.3
C0834,2,Individual,F,USA,California,Home,No,Website,68,5,4,1384660.54,346165.135,1073.905
C0835,1,Individual,F,USA,California,Home,Yes,Website,51,5,4,1159317.69,289829.4225,941.61
C0836,7,Individual,M,USA,Ohio,Home,No,Website,83,4,3,1280715.29,426905.0966666667,1493.243333333333
C0837,7,Individual,M,France,Brittany,Home,No,Website,58,1,4,1415445.71,353861.4275,1253.3075
C0838,6,Individual,M,USA,Nevada,Investment,Yes,Website,33,1,3,837604.3,279201.43333333335,853.8133333333334
C0839,8,Individual,F,UK,England,Home,Yes,Agency,31,5,3,1123967.69,374655.89666666667,1308.5133333333333
C0840,2,Individual,F,Belgium,Brussels,Home,No,Website,44,1,4,1508352.25,377088.0625,1329.5925
C0841,7,Individual,M,Belgium,Wallonia,Home,No,Website,26,5,4,1344816.1,336204.025,1167.105
C0842,3,Individual,M,USA,Washington,Home,Yes,Client,29,5,4,1082477.8199999998,270619.45499999996,928.745
C0843,2,Individual,F,USA,Georgia,Home,No,Agency,25,4,3,1377127.37,459042.4566666667,1500.72
C0844,2,Individual,F,USA,California,Home,No,Website,78,2,4,1363201.96,340800.49,1187.8925000000002
C0845,3,Individual,F,USA,Washington,Home,No,Client,32,3,3,1355270.16,451756.72,1471.4466666666667
C0846,4,Individual,F,Canada,Quebec,Investment,No,Agency,49,3,3,1069033.77,356344.59,1135.5233333333333
C0847,8,Individual,F,USA,Utah,Home,Yes,Agency,37,2,4,1258765.46,314691.365,1011.5875
C0848,0,Individual,M,USA,California,Home,No,Agency,58,4,4,1366788.33,341697.0825,1184.9475000000002
C0849,1,Individual,M,USA,Oregon,Home,Yes,Website,48,1,4,1262931.66,315732.915,995.0275
C0850,4,Individual,F,USA,Colorado,Investment,No,Agency,42,5,3,528432.48,176144.16,610.62
C0851,6,Individual,M,USA,California,Investment,Yes,Website,32,2,4,1482957.8800000001,370739.47000000003,1259.95
C0852,0,Individual,M,Germany,North Rhine-Westphalia,Home,No,Agency,36,2,4,1368458.37,342114.5925,1222.37
C0853,7,Individual,M,USA,Utah,Home,No,Website,75,4,4,1293562.22,323390.555,1092.085
C0854,7,Individual,M,USA,California,Home,No,Website,81,4,3,1419031.6099999999,473010.5366666666,1454.4099999999999
C0855,2,Individual,F,Australia,Queensland,Home,No,Website,52,4,4,1198702.15,299675.5375,1114.2125
C0856,1,Individual,F,USA,Florida,Home,Yes,Website,61,5,4,1565508.99,391377.2475,1226.185
C0857,6,Individual,F,USA,California,Investment,Yes,Website,74,1,4,1431064.56,357766.14,1146.2825
C0858,7,Individual,M,USA,Nevada,Home,No,Website,31,1,3,972150.6,324050.2,1156.5633333333333
C0859,8,Individual,F,USA,California,Home,Yes,Agency,83,2,4,1440623.8900000001,360155.97250000003,1154.105
C0860,1,Individual,F,USA,Utah,Home,Yes,Website,57,5,4,1362579.84,340644.96,1148.025
C0861,4,Individual,F,France,Brittany,Investment,No,Agency,31,2,3,1527460.57,509153.5233333334,1635.6233333333332
C0862,5,Individual,F,USA,Colorado,Investment,No,Website,44,1,3,1354421.9100000001,451473.97000000003,1527.8633333333335
C0863,8,Individual,M,Belgium,Wallonia,Home,Yes,Agency,50,5,4,1107744.96,276936.24,984.6475
C0864,7,Individual,M,USA,Texas,Home,No,Website,55,3,3,1085548.02,361849.34,1156.5633333333333
C0865,6,Individual,F,USA,Colorado,Investment,Yes,Website,50,5,4,1268059.13,317014.7825,1008.395
C0866,0,Individual,M,Belgium,Brussels,Home,No,Agency,38,3,4,1331713.08,332928.27,1148.025
C0867,0,Individual,F,USA,California,Home,No,Agency,58,2,3,1028747.3,342915.76666666666,1146.2633333333333
C0868,8,Individual,F,USA,Florida,Home,Yes,Agency,80,3,3,987211.1699999999,329070.38999999996,1049.3799999999999
C0869,0,Individual,M,USA,California,Home,No,Agency,32,4,3,858807.13,286269.04333333333,1012.96
C0870,1,Company,F,UK,Northern Ireland,Home,Yes,Website,59,2,4,1097902.26,274475.565,909.9825
C0871,1,Individual,F,USA,Virginia,Home,Yes,Website,36,1,4,1939848.53,484962.1325,1524.2725
C0872,2,Individual,F,UK,England,Home,No,Website,82,4,4,1462320.39,365580.0975,1326.2525
C0873,7,Individual,M,USA,New York,Home,No,Website,85,2,3,1325777.78,441925.9266666667,1463.22
C0874,5,Individual,F,Belgium,Flanders,Investment,No,Website,72,2,4,1490289.1099999999,372572.27749999997,1186.5225
C0875,7,Individual,M,Canada,Manitoba,Home,No,Website,53,4,3,1308981.48,436327.16,1370.5533333333333
C0876,3,Individual,M,USA,California,Home,No,Client,52,3,3,873771.52,291257.17333333334,971.1899999999999
C0877,6,Individual,F,USA,Utah,Investment,Yes,Agency,27,2,3,1407650.4,469216.8,1493.243333333333
C0878,1,Individual,F,USA,Nevada,Home,Yes,Website,80,4,3,970670.1499999999,323556.7166666666,1008.13
C0879,1,Individual,M,UK,Northern Ireland,Home,Yes,Website,80,4,3,1349121.32,449707.1066666667,1463.22
C0880,2,Individual,F,USA,New York,Home,No,Website,84,2,4,1390002.6400000001,347500.66000000003,1151.37
C0881,5,Individual,F,USA,Colorado,Investment,No,Website,71,1,4,1247321.2,311830.3,1136.6925
C0882,7,Individual,M,UK,Wales,Home,No,Website,25,3,3,1142828.1400000001,380942.7133333334,1435.6633333333332
C0883,3,Individual,M,USA,Texas,Home,No,Client,79,4,4,1979258.27,494814.5675,1699.3675
C0884,7,Individual,M,USA,Nevada,Home,No,Website,76,2,3,1021697.5,340565.8333333333,1209.64
C0885,6,Individual,M,Canada,British Columbia,Investment,Yes,Agency,84,2,3,1540844.02,513614.67333333334,1671.7666666666667
C0886,8,Individual,M,USA,California,Home,Yes,Agency,64,3,3,807556.47,269185.49,941.2099999999999
C0887,0,Individual,F,USA,California,Home,No,Agency,32,3,4,1247287.09,311821.7725,1012.5575
C0888,1,Individual,F,Germany,Berlin,Home,Yes,Website,38,4,4,1104713.19,276178.2975,933.355
C0889,6,Individual,M,USA,Nevada,Investment,Yes,Website,40,4,3,1339350.5899999999,446450.1966666666,1451.2533333333333
C0890,6,Individual,F,USA,Virginia,Investment,Yes,Website,70,3,4,1138394.29,284598.5725,922.66
C0891,6,Individual,M,Germany,North Rhine-Westphalia,Investment,Yes,Website,55,1,4,1340373.08,335093.27,1154.105
C0892,6,Individual,F,USA,California,Investment,Yes,Website,67,2,3,984121.3999999999,328040.4666666666,1167.24
C0893,1,Individual,F,USA,Colorado,Home,Yes,Website,30,3,4,1695839.47,423959.8675,1329.5925
C0894,7,Individual,M,USA,Georgia,Home,No,Website,72,5,3,882067.47,294022.49,932.37
C0895,6,Individual,F,USA,Arizona,Investment,Yes,Website,72,4,3,1127680.6,375893.5333333334,1280.28
C0896,8,Individual,M,France,Brittany,Home,Yes,Agency,55,4,4,1157933.44,289483.36,935.765
C0897,2,Individual,F,Australia,Victoria,Home,No,Website,54,1,3,745691.65,248563.88333333333,801.46
C0898,6,Individual,F,USA,Arizona,Investment,Yes,Agency,72,5,4,836494.02,209123.505,706.0875
C0899,5,Company,F,USA,Washington,Investment,No,Website,37,2,3,1050407.63,350135.87666666665,1076.6899999999998
C0900,0,Individual,F,Germany,North Rhine-Westphalia,Home,No,Agency,26,4,3,606058.22,202019.40666666665,753.3133333333334
C0901,4,Individual,M,France,Brittany,Investment,No,Agency,26,4,3,909138.8400000001,303046.28,909.0566666666667
C0902,8,Company,F,UK,Northern Ireland,Home,Yes,Agency,61,3,4,1281064.76,320266.19,1068.57
C0903,5,Individual,F,USA,Texas,Investment,No,Website,33,3,3,1108147.6099999999,369382.5366666666,1240.6066666666666
C0904,1,Individual,F,Russia,Saint Petersburg,Home,Yes,Website,41,1,4,1050355.29,262588.8225,883.805
C0905,1,Individual,F,USA,Virginia,Home,Yes,Website,32,5,3,877477.72,292492.5733333333,927.6066666666666
C0906,5,Individual,F,USA,California,Investment,No,Website,56,5,4,1757967.56,439491.89,1458.93
C0907,2,Individual,F,USA,California,Home,No,Agency,52,3,3,1375380.46,458460.1533333333,1459.1899999999998
C0908,8,Individual,M,USA,California,Home,Yes,Agency,65,4,4,1129941.35,282485.3375,825.1325
C0909,6,Individual,M,USA,California,Investment,Yes,Agency,58,1,4,1529455.73,382363.9325,1183.04
C0910,8,Individual,F,USA,Texas,Home,Yes,Agency,54,3,3,1293598.48,431199.49333333335,1238.36
